VariationID,VCV,RS# (dbSNP)_new,Gene,Submitter,date_old,ClinicalSignificance_old,ClinicalSignificance_old_norm,date_new,ClinicalSignificance_new,ClinicalSignificance_new_norm,SCV_old,SCV_new,change_type,citation_pmids,citation_count
462568,VCV000462568,1555591195,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2017-03-16,Uncertain significance,Uncertain significance,,SCV000635813.5,conflicting_interpretations,['28492532'],1
462568,VCV000462568,1555591195,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849718.1,conflicting_interpretations,"['31911673', '31911673']",2
186344,VCV000186344,397508929,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849566.1,conflicting_interpretations,"['31911673', '31911673']",2
420254,VCV000420254,1064794375,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2019-12-13,Uncertain significance,Uncertain significance,,SCV001209051.5,conflicting_interpretations,['28492532'],1
420254,VCV000420254,1064794375,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848038.1,conflicting_interpretations,"['31911673', '31911673']",2
438913,VCV000438913,1555591488,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2017-08-27,Uncertain significance,Uncertain significance,,SCV000635804.6,conflicting_interpretations,['28492532'],1
438913,VCV000438913,1555591488,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851181.1,conflicting_interpretations,"['31911673', '31911673']",2
1014279,VCV001014279,1304908704,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-10-16,Uncertain significance,Uncertain significance,,SCV001503466.5,conflicting_interpretations,['28492532'],1
1014279,VCV001014279,1304908704,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851159.1,conflicting_interpretations,"['31911673', '31911673']",2
186373,VCV000186373,786202898,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849208.1,conflicting_interpretations,"['31911673', '31911673']",2
186373,VCV000186373,786202898,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2022-05-16,Uncertain significance,Uncertain significance,,SCV000683076.5,conflicting_interpretations,['25741868'],1
133725,VCV000133725,397509318,BRCA1,CONFLICT: ITMI,,Multiple interpretations exist,Conflicting interpretations,2013-09-19,not provided,Unknown,,SCV000084449.1,conflicting_interpretations,['24728327'],1
133725,VCV000133725,397509318,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-10-13,Uncertain significance,Uncertain significance,,SCV001209308.4,conflicting_interpretations,['28492532'],1
133725,VCV000133725,397509318,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847943.1,conflicting_interpretations,"['31911673', '31911673']",2
438914,VCV000438914,1555591335,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2016-12-09,Likely pathogenic,Likely pathogenic,,SCV000600263.2,conflicting_interpretations,['26467025'],1
1014997,VCV001014997,879254020,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003851096.1,conflicting_interpretations,"['31911673', '31911673']",2
1014997,VCV001014997,879254020,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2024-10-02,Uncertain significance,Uncertain significance,,SCV001504313.6,conflicting_interpretations,['28492532'],1
186375,VCV000186375,786202900,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2023-11-14,Uncertain significance,Uncertain significance,,SCV000912038.4,conflicting_interpretations,['25741868'],1
186375,VCV000186375,786202900,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003850379.1,conflicting_interpretations,"['31911673', '31911673']",2
438915,VCV000438915,1555591274,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2016-09-20,Uncertain significance,Uncertain significance,,SCV000600267.2,conflicting_interpretations,['26467025'],1
438915,VCV000438915,1555591274,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003848035.1,conflicting_interpretations,"['31911673', '31911673']",2
438915,VCV000438915,1555591274,BRCA1,"CONFLICT: Dipartimento Di Medicina Di Precisione, Università Degli Studi Della Campania Luigi Vanvitelli",,Multiple interpretations exist,Conflicting interpretations,2025-07-17,Benign,Benign,,SCV006279557.1,conflicting_interpretations,['25741868'],1
1015821,VCV001015821,2053674031,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2020-07-21,Uncertain significance,Uncertain significance,,SCV001505280.5,conflicting_interpretations,['28492532'],1
1015821,VCV001015821,2053674031,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849263.1,conflicting_interpretations,"['31911673', '31911673']",2
186381,VCV000186381,786202906,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2017-05-24,Pathogenic,Pathogenic,,SCV000600315.2,conflicting_interpretations,"['14732925', '26467025']",2
186381,VCV000186381,786202906,BRCA1,"CONFLICT: Revvity Omics, Revvity",,Multiple interpretations exist,Conflicting interpretations,2022-12-12,Likely pathogenic,Likely pathogenic,,SCV003826626.2,conflicting_interpretations,['25741868'],1
420451,VCV000420451,1064794483,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2022-11-03,Uncertain significance,Uncertain significance,,SCV002261776.4,conflicting_interpretations,['28492532'],1
420451,VCV000420451,1064794483,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849419.1,conflicting_interpretations,"['31911673', '31911673']",2
438916,VCV000438916,1555590574,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2017-04-17,Uncertain significance,Uncertain significance,,SCV000600274.2,conflicting_interpretations,['26467025'],1
438916,VCV000438916,1555590574,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849525.1,conflicting_interpretations,"['31911673', '31911673']",2
3018206,VCV003018206,1131692086,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-08-09,Likely benign,Likely benign,,SCV004681839.2,conflicting_interpretations,['28492532'],1
420455,VCV000420455,1064794486,BRCA1,"CONFLICT: Color Diagnostics, LLC DBA Color Health",,Multiple interpretations exist,Conflicting interpretations,2022-03-22,Likely benign,Likely benign,,SCV004361097.2,conflicting_interpretations,['25741868'],1
438917,VCV000438917,1555590290,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2017-01-20,Uncertain significance,Uncertain significance,,SCV000600277.2,conflicting_interpretations,['26467025'],1
438917,VCV000438917,1555590290,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-01-15,Benign,Benign,,SCV001215608.6,conflicting_interpretations,['28492532'],1
438917,VCV000438917,1555590290,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849443.1,conflicting_interpretations,"['31911673', '31911673']",2
867311,VCV000867311,397509252,BRCA1,CONFLICT: Ambry Genetics,,Multiple interpretations exist,Conflicting interpretations,2020-03-23,Likely benign,Likely benign,,SCV002645204.2,conflicting_interpretations,"['12497638', '20638108', '30209399']",3
867311,VCV000867311,397509252,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-05-27,Uncertain significance,Uncertain significance,,SCV002163607.4,conflicting_interpretations,"['17576681', '9536098', '30209399', '28492532']",4
1017178,VCV001017178,2054014720,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003846262.1,conflicting_interpretations,"['31911673', '31911673']",2
1017178,VCV001017178,2054014720,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-10-05,Uncertain significance,Uncertain significance,,SCV001506901.5,conflicting_interpretations,['28492532'],1
480996,VCV000480996,886039982,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2020-12-31,Pathogenic,Pathogenic,,SCV004672485.2,conflicting_interpretations,"['20104584', '28492532']",2
480996,VCV000480996,886039982,BRCA1,CONFLICT: Baylor Genetics,,Multiple interpretations exist,Conflicting interpretations,2021-05-20,Likely pathogenic,Likely pathogenic,,SCV004211759.1,conflicting_interpretations,['25741868'],1
919191,VCV000919191,1029207537,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2021-08-24,Uncertain significance,Uncertain significance,,SCV002292574.2,conflicting_interpretations,"['27062684', '28492532']",2
919191,VCV000919191,1029207537,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003849292.1,conflicting_interpretations,"['31911673', '31911673']",2
438918,VCV000438918,772617029,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2017-06-02,Uncertain significance,Uncertain significance,,SCV000600280.2,conflicting_interpretations,['26467025'],1
438918,VCV000438918,772617029,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847796.1,conflicting_interpretations,"['31911673', '31911673']",2
438919,VCV000438919,1410232200,BRCA1,CONFLICT: Quest Diagnostics Nichols Institute San Juan Capistrano,,Multiple interpretations exist,Conflicting interpretations,2017-07-21,Uncertain significance,Uncertain significance,,SCV000600283.2,conflicting_interpretations,['26467025'],1
438919,VCV000438919,1410232200,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847744.1,conflicting_interpretations,"['31911673', '31911673']",2
1019393,VCV001019393,876660267,BRCA1,"CONFLICT: Labcorp Genetics (formerly Invitae), Labcorp",,Multiple interpretations exist,Conflicting interpretations,2023-02-14,Uncertain significance,Uncertain significance,,SCV001509537.5,conflicting_interpretations,['28492532'],1
1019393,VCV001019393,876660267,BRCA1,"CONFLICT: University of Washington Department of Laboratory Medicine, University of Washington",,Multiple interpretations exist,Conflicting interpretations,2023-03-23,Likely benign,Likely benign,,SCV003847828.1,conflicting_interpretations,"['31911673', '31911673']",2
